ofs,nom,canton,district,prix_m2_appart,prix_m2_median,n_annonces,fiabilite,prix_source,prix_date,pop_80plus,part_80plus,indice_pouvoir_achat,revenu_median_est
2011,Cugy (FR),Fribourg,La Broye,,,,,,,86.0,4.2,27.7,54834.0
2114,Villorsonnens,Fribourg,La Glâne,,,,,,,72.0,4.7,29.3,52980.0
2140,Marsens,Fribourg,La Gruyère,,,,,,,65.0,3.1,40.2,59494.0
2175,Belfaux,Fribourg,La Sarine,,,,,,,145.0,4.2,30.4,56667.0
2262,Gurmels,Fribourg,See,,,,,,,189.0,4.0,39.9,62567.0
2121,Haut-Intyamon,Fribourg,La Gruyère,,,,,,,89.0,5.0,13.5,49919.0
2197,Givisiez,Fribourg,La Sarine,,,,,,,110.0,3.2,42.8,58572.0
2299,Plaffeien,Fribourg,Sense,,,,,,,245.0,6.6,18.2,50887.0
2029,Montagny (FR),Fribourg,La Broye,,,,,,,118.0,3.9,27.8,53986.0
2079,Grangettes,Fribourg,La Glâne,,,,,,,3.0,1.4,26.6,53847.0
2138,Jaun,Fribourg,La Gruyère,,,,,,,53.0,8.1,11.0,49674.0
2295,Bösingen,Fribourg,Sense,,,,,,,170.0,5.1,40.7,60637.0
2051,Delley-Portalban,Fribourg,La Broye,,,,,,,65.0,4.9,56.7,57753.0
2054,Estavayer,Fribourg,La Broye,,,,,,,490.0,4.6,28.4,54832.0
2063,Billens-Hennens,Fribourg,La Glâne,,,,,,,35.0,3.9,19.2,53809.0
2135,Gruyères,Fribourg,La Gruyère,,,,,,,87.0,3.7,31.9,55298.0
2160,Vuadens,Fribourg,La Gruyère,,,,,,,97.0,3.8,28.8,54350.0
2234,La Brillaz,Fribourg,La Sarine,,,,,,,79.0,3.6,33.2,59858.0
2027,Ménières,Fribourg,La Broye,,,,,,,13.0,2.9,32.7,61459.0
2117,Villaz,Fribourg,La Glâne,,,,,,,75.0,3.1,29.5,56466.0
2124,Broc,Fribourg,La Gruyère,,,,,,,132.0,4.6,19.1,51724.0
2328,Granges (Veveyse),Fribourg,La Veveyse,,,,,,,44.0,4.5,26.6,53126.0
2044,Surpierre,Fribourg,La Broye,,,,,,,56.0,4.6,19.5,49873.0
2045,Vallon,Fribourg,La Broye,,,,,,,15.0,2.8,25.3,51340.0
2102,Ursy,Fribourg,La Glâne,,,,,,,138.0,3.9,36.4,57415.0
2115,Torny,Fribourg,La Glâne,,,,,,,30.0,2.7,26.4,53668.0
2128,Châtel-sur-Montsalvens,Fribourg,La Gruyère,,,,,,,12.0,3.4,34.4,57251.0
2163,Val-de-Charmey,Fribourg,La Gruyère,,,,,,,186.0,6.8,19.0,50163.0
2235,La Sonnaz,Fribourg,La Sarine,,,,,,,37.0,2.5,40.8,60779.0
2296,Heitenried,Fribourg,Sense,,,,,,,71.0,5.1,38.3,59846.0
2300,Plasselb,Fribourg,Sense,,,,,,,62.0,5.7,17.8,52468.0
2301,Rechthalten,Fribourg,Sense,,,,,,,73.0,6.3,29.9,57485.0
2309,Wünnewil-Flamatt,Fribourg,Sense,,,,,,,270.0,4.6,30.5,55391.0
2391,Staatswald Galm,Fribourg,See,,,,,,,,,,
2050,Les Montets,Fribourg,La Broye,,,,,,,53.0,3.4,33.7,55189.0
2233,Hauterive (FR),Fribourg,La Sarine,,,,,,,100.0,3.7,38.5,57352.0
2276,Ried bei Kerzers,Fribourg,See,,,,,,,61.0,4.9,42.5,59956.0
2145,Le Pâquier (FR),Fribourg,La Gruyère,,,,,,,48.0,3.5,37.4,60311.0
2194,Ferpicloz,Fribourg,La Sarine,,,,,,,8.0,3.2,55.1,59678.0
2228,Villars-sur-Glâne,Fribourg,La Sarine,,,,,,,652.0,5.2,44.9,56384.0
2305,Schmitten (FR),Fribourg,Sense,,,,,,,244.0,5.7,38.6,59445.0
2035,Nuvilly,Fribourg,La Broye,,,,,,,12.0,2.4,22.8,52293.0
2068,Châtonnaye,Fribourg,La Glâne,,,,,,,44.0,5.1,25.3,52613.0
2266,Kleinbösingen,Fribourg,See,,,,,,,20.0,2.8,53.0,71233.0
2087,Mézières (FR),Fribourg,La Glâne,,,,,,,47.0,4.0,24.9,52258.0
2177,Chénens,Fribourg,La Sarine,,,,,,,26.0,2.9,28.6,60181.0
2278,Ulmiz,Fribourg,See,,,,,,,17.0,4.0,32.5,59180.0
2284,Mont-Vully,Fribourg,See,,,,,,,243.0,5.3,56.4,62868.0
2335,Saint-Martin (FR),Fribourg,La Veveyse,,,,,,,36.0,3.5,27.5,55962.0
2041,Saint-Aubin (FR),Fribourg,La Broye,,,,,,,75.0,3.7,34.7,57869.0
2153,Sorens,Fribourg,La Gruyère,,,,,,,39.0,3.5,37.2,55475.0
2183,Corminboeuf,Fribourg,La Sarine,,,,,,,102.0,3.4,51.3,69668.0
2272,Misery-Courtion,Fribourg,See,,,,,,,72.0,3.0,28.3,57367.0
2304,St. Ursen,Fribourg,Sense,,,,,,,78.0,5.5,33.9,53778.0
2123,Botterens,Fribourg,La Gruyère,,,,,,,19.0,2.5,30.5,57433.0
2293,Düdingen,Fribourg,Sense,,,,,,,547.0,6.0,33.5,58133.0
2303,St. Silvester,Fribourg,Sense,,,,,,,56.0,5.3,19.4,53982.0
2067,Le Châtelard,Fribourg,La Glâne,,,,,,,20.0,5.5,17.4,48810.0
2275,Murten,Fribourg,See,,,,,,,599.0,6.3,48.3,58203.0
2337,Le Flon,Fribourg,La Veveyse,,,,,,,47.0,3.9,19.2,52988.0
2130,Crésuz,Fribourg,La Gruyère,,,,,,,29.0,6.0,44.3,57895.0
2308,Ueberstorf,Fribourg,Sense,,,,,,,143.0,5.9,33.4,61377.0
2038,Prévondavaux,Fribourg,La Broye,,,,,,,4.0,3.5,12.0,44092.0
2186,Cottens (FR),Fribourg,La Sarine,,,,,,,80.0,5.2,32.8,56137.0
2148,Riaz,Fribourg,La Gruyère,,,,,,,111.0,3.8,42.3,60129.0
2162,Bas-Intyamon,Fribourg,La Gruyère,,,,,,,57.0,3.3,29.1,54906.0
2216,Pierrafortscha,Fribourg,La Sarine,,,,,,,8.0,5.3,26.1,50000.0
2257,Cressier (FR),Fribourg,See,,,,,,,35.0,3.2,48.1,62012.0
2292,Brünisried,Fribourg,Sense,,,,,,,22.0,3.0,30.2,59759.0
2099,Siviriez,Fribourg,La Glâne,,,,,,,101.0,3.8,25.1,54468.0
2134,Grandvillard,Fribourg,La Gruyère,,,,,,,37.0,4.1,33.2,56478.0
2143,Morlon,Fribourg,La Gruyère,,,,,,,30.0,3.9,30.0,56448.0
2206,Marly,Fribourg,La Sarine,,,,,,,576.0,6.2,20.6,51085.0
2238,Bois-d'Amont,Fribourg,La Sarine,,,,,,,97.0,4.0,33.1,59789.0
2271,Meyriez,Fribourg,See,,,,,,,39.0,6.9,64.6,66587.0
2055,Cheyres-Châbles,Fribourg,La Broye,,,,,,,101.0,4.1,43.8,59489.0
2137,Hauteville,Fribourg,La Gruyère,,,,,,,20.0,2.7,32.9,54714.0
2174,Avry,Fribourg,La Sarine,,,,,,,76.0,3.9,44.0,59022.0
2237,Prez,Fribourg,La Sarine,,,,,,,83.0,3.4,36.2,59235.0
2333,Remaufens,Fribourg,La Veveyse,,,,,,,24.0,1.7,31.6,60442.0
2113,Vuisternens-devant-Romont,Fribourg,La Glâne,,,,,,,115.0,4.8,23.8,53560.0
2152,Sâles,Fribourg,La Gruyère,,,,,,,50.0,3.4,26.8,54709.0
2086,Massonnens,Fribourg,La Glâne,,,,,,,17.0,2.9,23.4,55106.0
2147,Pont-la-Ville,Fribourg,La Gruyère,,,,,,,21.0,3.5,41.2,60417.0
2149,La Roche,Fribourg,La Gruyère,,,,,,,73.0,3.7,25.8,53071.0
2155,Vaulruz,Fribourg,La Gruyère,,,,,,,59.0,5.2,33.8,56358.0
2294,Giffers,Fribourg,Sense,,,,,,,87.0,5.1,28.1,55816.0
2306,Tafers,Fribourg,Sense,,,,,,,464.0,5.8,37.9,57385.0
2307,Tentlingen,Fribourg,Sense,,,,,,,79.0,5.7,28.1,55838.0
2321,Attalens,Fribourg,La Veveyse,,,,,,,139.0,3.8,38.1,59949.0
2239,Grolley-Ponthaux,Fribourg,La Sarine,,,,,,,,,,
2274,Muntelier,Fribourg,See,,,,,,,57.0,5.8,61.9,67940.0
2173,Autigny,Fribourg,La Sarine,,,,,,,22.0,2.6,24.4,55200.0
2053,Belmont-Broye,Fribourg,La Broye,,,,,,,202.0,3.3,31.6,53694.0
2122,Pont-en-Ogoz,Fribourg,La Gruyère,,,,,,,81.0,4.0,38.2,57671.0
2226,Treyvaux,Fribourg,La Sarine,,,,,,,77.0,4.7,31.7,55124.0
2097,Rue,Fribourg,La Glâne,,,,,,,52.0,3.2,36.4,57408.0
2336,Semsales,Fribourg,La Veveyse,,,,,,,55.0,3.5,29.6,55209.0
2008,Châtillon (FR),Fribourg,La Broye,,,,,,,10.0,1.9,53.9,65296.0
2043,Sévaz,Fribourg,La Broye,,,,,,,11.0,3.5,52.7,54168.0
2338,La Verrerie,Fribourg,La Veveyse,,,,,,,48.0,3.6,27.7,53454.0
2022,Gletterens,Fribourg,La Broye,,,,,,,41.0,3.5,44.6,59465.0
2096,Romont (FR),Fribourg,La Glâne,,,,,,,270.0,4.4,17.7,49052.0
2236,Gibloux,Fribourg,La Sarine,,,,,,,250.0,3.0,33.0,57640.0
2258,Fräschels,Fribourg,See,,,,,,,15.0,3.4,45.4,64286.0
2323,Bossonnens,Fribourg,La Veveyse,,,,,,,46.0,2.9,25.3,55969.0
